,Please use link below to make entry,,,,Top 10%,25-50%,75-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2015 14:02:04,1/2/2015,zyryan,ryan,81%,No,2171,90,112,96,0,298,,0,,0,38,336,No,No,0,336,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/4/2015 13:46:31,1/1/2015,119,NAVEEN PRASHANTH,81%,No,2173,110,120,68,0,298,0,0,0,0,38,336,No,No,0,336,Yes,4/1/2015,,,,,,,,,0,0,0,0,0
1/9/2015 11:00:29,1/9/2015,J5629948,Achalkumar mohanlal chaudhary,81%,Yes,311,100,112,70,0,282,8,,,8,38,336,No,No,0,336,Yes,1/9/2015,,,,,,,FSW,,8,8,8,0,8
3/25/2015 3:13:36,3/25/2015,ahsenshah,ahsen shah,81%,Yes,2281,110,120,80,0,310,0,0,0,0,26,336,No,No,0,336,Yes,3/2/2015,No,,,,,,FSW,,,,,,
12/29/2014 15:03:10,12/29/2014,Shara,SharaKa,82%,No,2174,100,112,64,,276,9,12,0,21,38,335,No,No,0,335,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/3/2015 13:47:09,1/3/2015,anusha003,Anu,82%,Yes,2171,100,112,95,0,307,,,,0,26,335,No,No,0,335,Yes,1/1/2015,,,,,,,,,2,2,2,0,2
1/13/2015 15:17:53,1/9/2015,gesti_7,Egest,82%,No,2147,90,112,95,,297,,,,0,38,335,No,No,0,335,Yes,1/9/2015,,,,,,,FSW,,0,0,0,0,0
1/16/2015 13:37:19,1/16/2015,srinidhi007,srinidhi007,82%,Yes,1111,75,112,102,0,289,8,0,0,8,38,335,No,No,0,335,Yes,1/13/2015,,,,,,,FSW,,0,0,0,0,0
2/2/2015 3:28:24,2/1/2015,sub5,,82%,No,7241,60,112,103,0,275,10,12,0,22,38,335,No,No,0,335,Yes,1/29/2015,No,,,,,,FSW,,0,0,0,0,0
3/21/2015 12:21:47,3/21/2015,Ravi Rami,Ravi Rami,82%,No,2133,90,112,76,0,278,9,19,0,19,38,335,No,No,0,335,Yes,1/5/2015,No,,,,,,,,-9,-9,0,0,0
3/24/2015 13:39:19,3/24/2015,ramki1,Ramki1,82%,Yes,2171,75,112,102,0,289,8,0,0,8,38,335,No,No,0,335,Yes,3/9/2015,No,,,,,,FSW,,,,,,
12/4/2014 23:01:24,12/4/2014,momo81289,Mohamad El-Hajj,83%,No,2171,110,120,91,0,321,0,0,0,0,13,334,No,No,0,334,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/26/2014 16:40:14,12/26/2014,nampally,Monster,83%,No,125,60,112,102,0,274,10,12,0,22,38,334,No,No,0,334,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/27/2014 22:36:17,12/27/2014,SFares,Shady ,83%,No,1123,100,112,64,0,276,8,12,0,20,38,334,No,No,0,334,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/5/2015 22:25:55,1/5/2015,Stefano4,,83%,Yes,1111,90,112,86,0,288,0,8,0,8,38,334,No,No,0,334,Yes,1/5/2015,,,,,,,FSW,,0,0,0,0,0
1/15/2015 20:10:57,1/15/2015,RedEmotions,SA,83%,Yes,1111,95,112,83,0,290,0,6,0,6,38,334,No,No,0,334,Yes,1/14/2015,,,,,,,FSW,,0,0,0,0,0
1/27/2015 16:42:19,1/27/2015,miltoncsekuet,Sudipta,83%,No,2171,85,112,77,0,274,8,14,0,22,38,334,No,No,0,334,Yes,1/20/2015,,,,,,,FSW,,0,0,0,0,0
3/21/2015 17:18:21,1/12/2015,handsyraj,Amit Raj,83%,Yes,2171,,22,22,,0,,,,0,0,334,No,No,0,334,Yes,1/12/2015,No,,,1/12/2015,,,,,290,290,334,0,334
3/21/2015 23:07:26,1/12/2015,handsyraj,Amit Raj,83%,Yes,2171,66,13,110,,296,,,,0,13,334,No,No,0,334,Yes,1/12/2015,No,,,,,,,,132,132,25,0,25
3/27/2015 15:36:23,3/27/2015,cheema,cheema,83%,No,4119,80,140,64,0,284,0,0,0,0,50,334,No,No,0,334,No,,No,,,,,,FSW,,,,,,
12/28/2014 17:55:46,1/6/2015,SADIQ PAVEL,Sadiqul Islam,84%,No,2281,100,119,64,50,333,,,,0,0,333,No,No,0,333,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/3/2015 12:27:47,1/3/2015,farzanaisme,Farzana,84%,Yes,4214,95,119,22,0,236,8,1,0,9,88,333,No,No,0,333,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/5/2015 5:18:31,1/4/2015,Schrubles,Igor,84%,Yes,2174,100,112,83,0,295,0,0,0,0,38,333,No,No,0,333,Yes,1/4/2015,,,,,,,FSW,,0,0,0,0,0
3/25/2015 0:22:41,3/24/2015,Skywalker_RT,Rodrigo,84%,No,211,60,112,109,0,281,0,14,0,14,38,333,No,No,0,333,No,,No,,,,,,"FSW, PNP",,,,,,
3/26/2015 23:50:49,3/26/2015,quantodaniel,Daniel,84%,Yes,2174,100,91,96,0,287,8,0,0,8,13,13,No,No,0,333,Yes,2/2/2015,No,,,,,,FSW,,,,,,
3/27/2015 12:02:30,1/5/2015,Sadiq Pavel,A.S.M. Sadiqul Islam,84%,No,2281,100,119,64,,333,,,,0,60,333,No,No,0,333,Yes,1/6/2015,No,,,,,,FSW,,,,,,
1/1/2015 15:18:25,1/1/2015,krunalchauhan,Krunal Chauhan,85%,No,2174,75,119,88,0,282,0,0,0,0,50,332,No,No,0,332,No,,,,,,,,,,0,0,0,0,0
1/13/2015 1:22:47,1/12/2015,Milton,Milton,85%,,2281,90,112,92,0,294,0,0,0,0,38,332,Yes,No,0,332,Yes,1/12/2015,,,,,,,FSW,,0,0,0,0,0
2/15/2015 14:34:55,2/15/2015,baldevblah,Baldev,85%,No,1212,94,120,80,0,294,0,0,0,0,48,332,No,No,0,332,Yes,2/6/2015,No,,,,,,FSW,,-10,-10,-10,0,-10
2/17/2015 21:55:08,2/5/2015,vijeth,Satyananda Vijeth Kumar Jaladi,85%,Yes,2132,75,112,99,0,286,8,0,0,8,38,332,No,No,0,332,Yes,2/5/2015,No,,,,,,FSW,,0,0,0,0,0
3/2/2015 20:20:01,3/2/2015,kalyan,Kalyan,85%,No,1212,70,112,112,0,294,0,0,0,0,38,332,No,No,0,332,Yes,3/1/2015,No,,,,,,FSW,,0,0,0,0,0
1/7/2015 22:51:12,1/3/2015,Anburas,Anbarasan R,85%,No,2173,55,126,76,0,257,10,14,0,24,50,331,No,No,0,331,Yes,1/3/2015,,,,,,,FSW,,0,0,0,0,0
3/10/2015 17:00:51,3/10/2015,bigato,Daniel,85%,No,2174,75,112,98,0,285,8,0,0,8,38,331,No,No,0,331,No,,No,,,,,,FSW,,0,0,0,0,0
3/25/2015 3:01:29,3/24/2015,calugalo,Ana de Morais,85%,No,3012,85,112,76,0,273,8,12,0,20,38,331,No,No,0,331,No,,No,,,,,,,,,,,,
3/26/2015 7:00:57,3/25/2015,cande,candestinatuon,85%,Yes,2133,85,126,70,0,281,0,0,0,0,25,25,No,No,0,331,Yes,3/25/2015,No,,,,,,,,,,,,
12/4/2014 3:27:06,12/3/2014,Indina_tiger,NA,86%,No,213,70,126,64,0,260,8,12,0,20,50,330,No,No,0,330,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/29/2015 23:03:00,1/24/2015,canada7981,Prashant,86%,No,2171,90,112,80,0,282,0,10,0,10,38,330,No,No,0,330,Yes,1/2/2015,,,,,,,FSW,,0,0,0,0,0
2/10/2015 15:24:10,2/10/2015,Happy123,,86%,Yes,0,,,,,67,,,,40,60,330,No,No,0,330,Yes,1/10/2015,No,,,,,,FSW,,270,270,163,0,163
2/17/2015 12:33:48,3/12/2015,rkrishnans,rithi,86%,Yes,111,45,112,115,0,272,0,20,0,20,38,330,No,No,0,330,Yes,2/5/2015,No,,,,,,FSW,,0,0,0,0,0
3/14/2015 21:23:37,1/15/2015,237009,Devanat,86%,No,2281,80,112,83,,313,,,,0,13,330,No,No,0,330,Yes,1/15/2015,No,,,,,,FSW,,42,42,4,0,4
12/25/2014 1:57:43,12/24/2014,IN2us2CAN,Tausum,86%,Yes,2173,90,112,64,0,266,9,4,,13,50,329,No,No,0,329,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/9/2015 20:26:19,12/27/2014,sumanpintoo,suman kumar,86%,No,2172,90,112,89,0,291,0,0,0,0,38,329,No,No,0,329,Yes,1/1/2015,,,,,,,FSW,,0,0,0,0,0
3/12/2015 16:03:53,3/12/2015,bhuvan12,Bhuvan,86%,No,111,75,112,96,,283,,8,,8,38,329,No,No,0,329,Yes,3/11/2015,No,,,,,,FSW,,0,0,0,0,0
3/24/2015 1:05:47,3/23/2015,crifati,Cristiane Bomfim,86%,No,1111,80,119,70,0,269,8,2,0,10,50,329,No,No,0,329,No,,No,,,,,,FSW,,,,,,
3/27/2015 20:39:41,2/2/2015,arshadras,Arshad Rasheed,86%,Yes,2171,90,112,89,0,291,0,0,0,0,38,329,No,No,0,329,Yes,2/2/2015,No,,,,,,FSW,,,,,,
1/4/2015 21:28:52,1/3/2015,sanwar,sanwar,87%,Yes,2281,45,126,95,0,266,0,12,0,12,50,328,No,No,0,328,Yes,4/1/2015,,,,,,,,,0,0,0,0,0
2/22/2015 2:58:13,2/21/2015,gk,gk123,87%,No,2281,110,128,0,40,278,0,0,0,0,50,328,No,,0,328,No,,No,,,,,,,,0,0,0,0,0
1/9/2015 3:56:22,1/4/2015,oussama20131,Oussama,87%,No,2282,110,98,66,40,314,0,0,0,0,13,327,Yes,No,0,327,Yes,1/4/2015,,,,,,,CEC,,0,0,0,0,0
1/23/2015 17:20:47,1/21/2015,LusiLee,,87%,No,2173,65,126,83,0,274,0,3,0,3,50,327,No,No,0,327,Yes,1/23/2015,,,,,,,FSW,,0,0,0,0,0
1/27/2015 12:57:24,1/26/2015,S.G.,S.G.,87%,Yes,911,65,112,112,0,289,0,0,0,0,38,327,No,No,0,327,Yes,1/5/2015,,,,,,,FSW,,0,0,0,0,0
1/28/2015 15:25:53,1/21/2015,DSX91,DSX91,87%,Yes,2173,75,112,102,0,289,0,0,0,0,38,327,No,No,0,327,Yes,1/8/2015,,,,,,,FSW,,0,0,0,0,0
2/12/2015 14:30:20,2/12/2015,rdsagar,Ravi,87%,Yes,2173,94,98,97,0,289,0,0,0,0,38,327,Yes,No,0,327,Yes,1/12/2015,No,,,,,,,,,,,,
3/24/2015 23:10:50,3/24/2015,PDC,Pallavi DC,87%,No,2173,100,,96,56,252,0,18,7,25,50,327,No,No,0,327,Yes,3/24/2015,No,,,,,,CEC,,,,,,
3/27/2015 21:16:45,3/27/2015,sblive,sblive,87%,Yes,2172,75,126,76,0,0,0,0,0,0,25,327,No,No,0,327,Yes,1/1/2015,No,,,,,,FSW,,,,,,
12/3/2014 4:35:14,12/3/2014,EhabHassaneen,Ehab Hassaneen,88%,No,211,80,112,76,0,268,8,0,0,8,50,326,No,No,0,326,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/1/2015 12:01:26,1/1/2015,mikeylaggy,MikeyLaggy,88%,No,3012,100,112,70,0,282,8,10,0,18,26,326,No,No,0,326,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/7/2015 15:11:43,1/2/2015,amhafeez,amhafeez,88%,Yes,2173,90,112,80,0,282,0,6,0,6,38,326,No,No,0,326,Yes,1/2/2015,,,,,,,FSW,,0,0,0,0,0
1/20/2015 12:17:06,1/20/2015,1202015,Tofiq,88%,No,2283,100,112,76,,288,,,,0,38,326,No,No,0,326,Yes,1/20/2015,,,,,,,,,0,0,0,0,0
1/25/2015 20:42:19,1/25/2015,AutoGenie,,88%,Yes,2173,100,112,89,,301,,12,,12,13,326,No,No,0,326,Yes,1/13/2015,,,,,,,FSW,,0,0,0,0,0
3/28/2015 9:37:46,3/27/2015,isabelleyri,Isabel,88%,No,3141,110,135,31,0,276,0,0,0,0,50,326,No,No,0,326,Yes,3/27/2015,No,,,,,,FSW,,,,,,
1/7/2015 1:33:36,1/5/2015,Elamir,Elamir,89%,Yes,2131,60,126,89,,275,,,,0,50,325,No,No,0,325,Yes,1/5/2015,,,,,,,FSW,,0,0,0,0,0
3/11/2015 15:33:24,3/11/2015,123456,Ramesh,89%,,1,75,112,92,,279,8,,,8,38,317,No,No,0,325,Yes,2/27/2015,No,,,,,,FSW,,0,-8,0,8,-8
12/22/2014 15:22:34,12/22/2014,greatshaz,Shaz,89%,No,15,72,128,74,,274,,,,0,50,324,No,No,0,324,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/12/2015 4:05:22,1/11/2015,navy,navy,89%,Yes,1111,65,126,83,0,299,0,0,0,0,25,324,No,No,0,324,Yes,1/11/2015,,,,,,,FSW,,25,25,0,0,0
1/20/2015 18:34:54,1/20/2015,542385,Hiren Modi,89%,No,2173,75,126,89,,290,9,,,9,25,324,No,No,0,324,Yes,1/20/2015,,,,,,,,,0,0,0,0,0
2/24/2015 11:46:14,2/24/2015,jen2810,jen,89%,No,1312,110,0,136,38,324,0,0,0,0,0,324,No,No,0,324,Yes,2/24/2015,No,,,,,,CEC,,40,40,0,0,0
3/25/2015 15:00:54,3/25/2015,rajivconcepts,Rajiv,89%,Yes,2171,85,112,89,0,286,0,0,0,0,38,324,No,No,0,324,Yes,1/1/2015,No,,,,,,FSW,,,,,,
3/28/2015 4:55:44,3/25/2015,caicai,pei,89%,No,2131,80,112,92,0,284,0,2,0,2,28,324,No,No,0,324,Yes,3/25/2015,No,,,,,,FSW,,,,,,
12/30/2014 10:12:10,12/30/2014,katurik,Bhaskar,90%,Yes,2171,83,120,82,0,285,0,0,0,0,38,323,No,No,0,323,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
3/7/2015 17:26:35,1/2/2015,N Ajay Chowdary,Ajay,90%,Yes,2147,80,112,89,0,281,0,4,0,4,38,323,No,No,0,323,Yes,,No,,,,,,FSW,,0,0,0,0,0
3/22/2015 11:33:12,1/1/2016,anderson esteves,,90%,No,3012,75,112,98,0,285,0,0,0,0,38,323,No,No,0,323,Yes,1/1/2015,No,,,,,,FSW,,,,,,
12/17/2014 12:10:18,12/17/2014,mandeep.saggu,Mandeep,90%,No,2147,100,112,64,0,276,0,8,0,8,38,322,No,No,0,322,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/6/2015 19:51:19,1/6/2015,Lex077,,90%,Yes,2263,60,112,112,0,284,0,0,0,0,38,322,No,No,0,322,Yes,1/6/2015,,,,,,,FSW,,0,0,0,0,0
2/10/2015 11:53:19,2/7/2015,skislam,Sk. Mahin Islam,90%,Yes,2172,75,126,64,0,265,7,0,0,7,50,322,No,,0,322,No,,No,,,,,,FSW,,0,0,0,0,0
2/17/2015 17:34:13,2/17/2015,hari,Hari Prasad,90%,No,2173,80,112,70,0,262,8,14,,22,38,322,No,No,0,322,Yes,2/12/2015,No,,,,,,FSW,,0,0,0,0,0
2/23/2015 0:55:09,2/23/2015,Niharika,Niharika,90%,No,1,88,126,,,322,,,,0,25,322,,,0,322,Yes,,No,,,,,,,,83,83,-25,0,-25
12/20/2014 17:10:13,12/20/2014,katurik,Bhaskar,91%,Yes,2171,83,120,80,0,283,0,0,0,0,38,321,No,No,0,321,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/30/2015 2:11:55,1/29/2015,marmaht,Math,91%,No,4166,110,0,133,40,283,0,,,0,38,321,Yes,No,0,321,Yes,1/2/2015,,,,,,,CEC,,0,0,0,0,0
1/3/2015 19:28:21,1/3/2015,schkrab,Igor,91%,Yes,2174,27,112,83,0,222,0,0,0,0,25,320,No,No,0,320,Yes,1/1/2015,,,,,,,,,73,73,73,0,73
1/3/2015 19:31:33,1/3/2015,isa,igor,91%,Yes,2174,100,112,83,0,295,0,0,0,0,25,320,No,No,0,320,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/8/2015 16:17:07,1/6/2015,MAXB,MAXB,91%,No,2174,65,112,93,0,270,0,12,0,12,38,320,No,No,0,320,Yes,1/6/2015,,,,,,,FSW,,0,0,0,0,0
2/25/2015 3:42:50,2/19/2015,RickD,Rick Deacon,91%,No,2282,94,0,136,40,270,,,,0,50,320,No,No,0,320,Yes,2/19/2015,No,,,,,,CEC,,0,0,0,0,0
2/8/2015 17:21:14,2/8/2015,DESIGAL78,GAURI,91%,No,16,65,112,99,0,276,0,5,0,0,38,319,No,No,0,319,Yes,1/3/2015,No,,,,,,FSW,,0,0,5,0,5
12/4/2014 15:14:11,12/4/2014,salmanhashmi,salman,92%,No,1212,75,119,64,0,258,6,4,0,10,50,318,No,No,0,318,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/8/2015 23:04:25,1/8/2015,e240cc61b4,Nj84,92%,No,2174,95,112,64,0,271,8,0,0,8,38,317,,No,0,317,Yes,1/8/2015,,,,,,,FSW,,0,0,0,0,0
1/25/2015 19:48:24,1/25/2015,hae1234,Hae,92%,No,3012,60,119,46,56,281,8,3,0,11,25,317,No,No,0,317,No,1/25/2015,,,,,,,"FSW, PNP",,0,0,0,0,0
12/8/2014 22:31:45,12/8/2014,asad0791,Asad,92%,Yes,113,45,119,95,,259,0,0,0,7,50,316,No,No,0,316,Yes,1/1/2015,,,,,,,,,7,7,0,0,0
12/22/2014 4:37:09,2/1/2014,mura,kumar,92%,Yes,2171,75,112,83,0,270,8,0,0,8,38,316,No,No,0,316,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/3/2014 1:01:49,12/3/2014,assassin,NA,92%,Yes,2174,100,126,88,0,314,0,0,0,0,0,314,No,No,0,314,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/6/2014 13:02:57,12/6/2014,abhispat,Abhijeet,92%,No,2281,88,120,68,0,276,0,0,0,0,38,314,No,No,0,314,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/5/2015 18:48:45,1/5/2015,7,Olusegun Rufus,92%,Yes,2174,65,112,99,,276,,,,0,25,314,No,,0,314,Yes,1/5/2015,,,,,,,FSW,,13,13,13,0,13
1/26/2015 10:42:50,1/1/2015,was,waseem,92%,Yes,4011,85,112,77,0,274,,2,,2,38,314,No,,0,314,Yes,1/25/2015,,,,,,,FSW,,0,0,0,0,0
3/22/2015 12:57:04,3/22/2015,nbaloach,nbaloach,92%,Yes,13,65,112,99,,276,,,,0,38,314,,,0,314,Yes,1/1/2015,No,,,,,,FSW,,,,,,
1/29/2015 12:00:35,1/28/2015,wolfey,Wolfey,93%,No,7241,110,0,113,40,263,0,0,0,0,50,313,No,No,0,313,Yes,1/28/2015,,,,,,,CEC,,0,0,0,0,0
12/16/2014 11:49:36,12/16/2014,subra2k,Subra,93%,Yes,2171,94,135,23,0,252,10,0,0,10,50,312,No,No,0,312,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
3/22/2015 21:36:13,1/6/2015,justujoo,justujoo hasn,93%,No,2174,60,112,96,0,268,0,6,0,6,38,312,No,No,0,312,Yes,1/6/2015,No,,,,,,FSW,,,,,,
3/23/2015 2:15:50,3/5/2015,pramit6,pramitjethwa,93%,No,2211,110,91,98,0,299,,,,0,13,312,Yes,No,0,312,Yes,3/16/2015,No,,,,,,CEC,,,,,,
12/3/2014 1:29:44,12/3/2014,Joy4Ever,Jay,93%,Yes,2173,80,119,95,0,294,9,8,0,17,0,311,No,No,0,311,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/8/2014 16:06:45,12/8/2014,qimtiaz,,93%,No,2173,65,112,96,,273,,,,0,38,311,No,No,0,311,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/8/2014 20:49:44,12/8/2014,qimtiaz,Qaiser,93%,No,2174,65,112,96,0,273,0,0,0,0,38,311,No,No,0,311,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/29/2014 10:29:58,12/29/2014,go2moorthy,MOORTHY SELVAM,93%,No,7315,75,112,64,0,251,10,12,0,22,38,311,No,No,0,311,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/3/2014 1:54:28,12/2/2014,zkorpia2018,,94%,No,,65,126,81,0,272,9,4,0,13,25,310,No,No,0,310,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/10/2014 9:32:07,12/10/2014,abdhabi,abdhabi,94%,Yes,2173,85,112,88,0,285,8,4,0,12,13,310,No,No,0,310,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/7/2014 2:36:44,12/7/2014,mr.sri,Sri,94%,No,2173,65,126,70,0,261,10,0,0,10,38,309,No,No,0,309,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/4/2015 14:12:28,1/4/2015,AboHamza,AboHamza,94%,Yes,5125,65,112,93,0,270,0,1,0,1,13,284,No,No,0,309,Yes,4/1/2015,,,,,,,,,25,0,25,25,0
,12/3/2014,noccodes,noccodes,94%,Yes,2173,94,120,94,0,308,0,0,0,0,0,308,No,No,0,308,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/16/2015 14:44:14,1/16/2015,Ishmyluck,Ishika,95%,Yes,2171,50,112,89,0,251,8,10,0,18,38,307,No,No,0,307,No,1/16/2015,,,,,,,FSW,,0,0,0,0,0
1/20/2015 23:32:55,1/20/2015,skembhavi,Sudhi,95%,No,2173,70,112,112,0,294,0,0,,0,13,307,No,No,0,307,Yes,1/20/2015,,,,,,,FSW,,0,0,0,0,0
1/22/2015 23:26:06,1/23/2015,mgmkumar,mgmkumar,95%,Yes,2173,35,126,86,0,247,0,10,0,10,50,307,No,No,0,307,Yes,1/6/2015,,,,,,,FSW,,0,0,0,0,0
12/9/2014 16:14:30,12/9/2014,Diya2014,Divya,95%,Yes,2173,65,126,90,,281,0,0,0,0,25,306,No,No,0,306,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
2/18/2015 13:38:40,2/18/2015,Shamim Kamarudeen,Shamim,95%,No,2171,85,112,68,0,265,8,4,0,16,25,306,No,No,0,306,No,,No,,,,,,"FSW, PNP, CEC, FST",,4,4,0,0,0
3/17/2015 8:47:51,3/17/2015,Peach11,Ruby,95%,Yes,3011,70,91,109,0,270,0,0,0,0,38,308,No,No,0,306,Yes,3/16/2015,No,,,,,,,,,,,,
3/21/2015 17:54:22,3/21/2015,MARS100,MARS100,95%,No,712,45,112,95,0,252,8,8,0,16,38,306,No,No,0,306,Yes,2/16/2015,No,,,,,,,,,,,,
12/18/2014 10:52:57,1/27/2015,Ashish16313,Venkateswara Rao,95%,No,2134,85,112,64,0,261,0,4,0,4,38,303,No,No,0,303,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/4/2014 22:36:56,12/4/2014,codeno47,Binu,95%,Yes,2174,75,91,83,0,249,10,4,0,14,38,301,No,No,0,301,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
2/9/2015 0:26:56,1/8/2015,Arg,Argane,95%,No,4011,45,140,64,0,249,2,0,0,2,50,301,No,No,0,301,No,,No,,,,,,FSW,,0,0,0,0,0
1/18/2015 13:14:06,5/5/2014,Mira8,Mira,96%,Yes,1241,85,112,64,0,261,0,0,0,0,38,299,No,No,0,299,Yes,1/1/2015,,,,,,,FSW,,0,0,0,0,0
1/8/2015 22:16:08,1/6/2015,khandade.sunil,Sunil,96%,Yes,2172,95,126,77,,298,,,,0,0,298,No,No,0,298,Yes,1/6/2015,,,,,,,FSW,,0,0,0,0,0
3/21/2015 23:18:13,3/18/2015,pitamata,Pitabi,96%,No,1112,50,112,96,0,258,0,0,0,0,38,296,No,No,0,296,Yes,3/18/2015,No,,,3/18/2015,,,,,0,0,0,0,0
3/24/2015 10:10:59,1/29/2015,Lalit_nba,LALIT CHOPRA,96%,Yes,1111,65,112,77,0,254,0,4,0,4,38,296,No,No,0,296,Yes,1/29/2015,No,,,,,,FSW,,,,,,
2/2/2015 19:44:03,2/2/2015,jh91,jurgena,96%,No,1,110,120,60,0,280,0,0,0,0,13,293,No,No,0,293,No,,No,,,,,,"FSW, PNP",,-10,-10,0,0,0
2/4/2015 9:13:53,2/4/2015,krishnap07,Krishna Patil,96%,No,2174,105,0,97,40,242,0,0,0,0,50,292,No,No,0,292,Yes,2/3/2015,No,,,,,,CEC,,0,0,0,0,0
12/4/2014 1:45:43,12/3/2014,BMW 07,MATHEW,96%,No,3012,50,112,64,1,226,8,4,1,12,51,289,No,No,0,289,Yes,1/1/2015,,,,,,,,,-2,-2,0,0,0
3/13/2015 22:24:11,3/11/2015,Optimistic,,96%,Yes,4162,50,112,89,,251,0,0,0,0,38,289,No,No,0,289,Yes,3/11/2015,No,,,,,,FSW,,0,0,0,0,0
3/25/2015 14:26:38,2/28/2015,meh_tagh,,96%,,0,0,126,88,70,284,5,,,5,0,289,No,No,0,289,No,,No,,,,,,FSW,,,,,,
3/22/2015 16:14:35,3/22/2015,jainnidhi1980,nidhi,97%,Yes,6235,70,112,64,,246,,4,,4,25,288,No,No,0,288,Yes,3/12/2015,No,,,,,,FSW,,,,,,
1/2/2015 21:51:41,1/2/2015,kpultimate,kpul,97%,No,2232,100,112,60,0,272,10,4,0,14,0,286,No,No,0,286,No,,,,,,,,,,0,0,0,0,0
1/31/2015 4:48:10,1/30/2015,MJB2011,Michael,97%,No,1313,50,,128,56,184,,,,0,50,284,No,,0,284,Yes,1/30/2015,,,,,,,CEC,,0,0,50,0,50
2/8/2015 21:46:19,2/8/2015,trivedic,trivedic,97%,No,2174,100,91,82,35,248,0,0,0,0,35,283,No,No,0,283,Yes,2/8/2015,No,,,,,,"FSW, CEC",,-60,-60,0,0,0
2/22/2015 5:28:51,1/12/2015,trricky,Rick,97%,No,605,60,0,109,56,215,0,0,5,5,50,280,Yes,No,0,280,Yes,1/12/2015,No,,,,,,CEC,,0,0,10,0,10
1/3/2015 19:02:06,1/3/2015,JT8558711480,kaneez fatima,97%,No,3131,100,126,16,0,242,10,1,,11,25,278,No,No,0,278,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
2/3/2015 15:42:14,2/2/2015,starscream,starscream,97%,No,4214,100,119,56,0,275,2,1,0,3,0,278,No,No,0,278,No,,No,,,,,,FSW,,0,0,0,0,0
3/29/2015 7:13:44,1/15/2015,YamPower,LL,-4%,No,213,94,135,136,0,365,0,0,0,0,100,465,No,No,0,465,Yes,3/2/2015,Yes,,3/27/2015,,,,FSW,,0,0,0,0,0
1/29/2015 12:33:13,1/29/2015,MARSBAR2015,,98%,No,7251,100,0,119,50,269,0,0,7,7,0,272,No,No,0,272,Yes,1/28/2015,,,,,,,CEC,,-4,-4,-4,0,-4
12/30/2014 19:32:58,12/30/2014,so64,sou,98%,No,2232,100,119,36,0,255,10,6,0,16,0,271,No,No,0,271,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/9/2015 4:44:29,1/8/2015,zwemnaar,James,98%,No,2251,110,,119,40,269,,,,0,0,269,No,No,0,269,Yes,1/8/2015,,,,,,,CEC,,0,0,0,0,0
12/22/2014 14:22:24,12/22/2014,greatshaz,Shaz,98%,No,15,72,120,17,0,209,0,0,0,0,25,239,No,No,0,264,Yes,1/1/2015,,,,,,,,,30,5,30,25,5
1/27/2015 11:32:53,1/5/2015,prisat,prisat,98%,Yes,1111,50,112,80,,242,,6,,6,13,261,No,No,0,261,Yes,1/26/2015,,,,,,,,,0,0,0,0,0
2/20/2015 8:11:03,2/19/2015,Markcol,Mark Colley,98%,No,711,65,0,86,35,186,0,18,5,23,50,259,No,No,0,259,Yes,1/30/2015,No,,,,,,CEC,,0,0,0,0,0
2/20/2015 7:17:55,2/19/2015,pjsquigley,Niamh,98%,No,4214,100,0,112,35,247,,,5,5,0,252,No,No,0,252,Yes,1/30/2015,No,,,1/30/2015,,,CEC,,0,0,0,0,0
